,id,no_civique,rue,no_local,code_postal,etage,entreprise,telephone,enfant,type_etablissement,usage_1,usage_2,usage_3,type_scian,secteur_nom,classe_nom,neq,secteur_commercial,grandes_chaines,date_creation,date_modification,Longitude,Latitude
2364,199e8f59-8234-40cd-8917-95de4f1c7674,510,Rue Prospect,,J1H 1A8,1,ÉGLISE BAPTISTE DU BERGER,819 823-1919,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1162657259.0,Jacques-Cartier,False,2020-08-06,2024-07-05,-71.897744,45.4074765
2365,b2ebe742-40e1-4c0a-89a3-e7dc9e917a30,788,Boulevard Queen-Victoria,,J1H 3R8,1,GARAGE MARIO MOREAU ENR.,819 562-5466,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,2261014981.0,Jacques-Cartier,False,2020-09-01,2024-08-13,-71.9028652,45.4108012
2366,bc6d2fe6-02bd-4965-9ae3-e914ded4d208,300,Rue Belvédère Nord,102,J1H 4B1,-1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2020-08-06,2024-07-22,-71.90072880289695,45.403539264031885
2367,e4b7c0ab-f883-43da-ab07-75e788c0e73a,4070,Boulevard Industriel,,J1L 2T8,1,VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2023-06-28,2024-07-05,-71.9641024,45.396419
2368,b8d09aff-e9e7-4b8b-8371-fbaacb65456e,4062,Boulevard Industriel,,J1L 2T8,1,PROTECTION INCENDIE VIKING INC.,819 821-3377,False,Commerce de gros/para-industriel,Construction,Construction,"Entrepreneurs en plomberie, chauffage et climatisation",238220.0,Construction,"Entrepreneurs en plomberie, chauffage et climatisation",1144707958.0,Jacques-Cartier,False,2020-09-14,2024-07-05,-71.9641024,45.396419
2371,a896883a-d543-426b-8e32-cb44db394d12,1811,Rue King Ouest,,J1J 2E3,1,PHARMACIE PHARMAPRIX,819 822-3333,False,Commerce,Biens courants,Pharmacies,Pharmacies,456110.0,Commerce de détail,Pharmacies,1163831416.0,Jacques-Cartier,True,2020-02-06,2024-08-06,-71.9190842,45.3989947
2372,05864b1f-5281-488b-a8fd-53d8b5654ce4,1112,Rue King Ouest,,J1H 1S2,1,LE VINTAGE 50 80,819 565-5080,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,1176482710.0,Jacques-Cartier,False,2022-02-10,2024-07-09,-71.9055707,45.39869170000001
2373,96918c2c-713d-4a97-920f-5dad1f23ad8d,2550,Rue King Ouest,,J1J 2H1,"-1, 1",N.V. CLOUTIER INC.,819 346-3911,False,Commerce,Biens réfléchis,Vente de véhicule,Concessionnaires d'automobiles neuves,441110.0,Commerce de détail,Concessionnaires d'automobiles neuves,1140173247.0,Jacques-Cartier,True,2020-04-16,2024-07-16,-71.93474290230387,45.39799906817746
2374,5df82ecc-f50e-44d8-80d3-6e52b9b2aeed,2172,Rue King Ouest,,J1J 2E8,-1,DIVINITÉ COIFFURE,819 987-3888,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure unisexes,812116.0,Autres services (sauf les administrations publiques),Salons de coiffure unisexes,2271103105.0,Jacques-Cartier,False,2020-03-09,2024-07-15,-71.9258033,45.3977232
2375,5058c795-1011-407e-a765-cf8b7cfd4af1,2154,Rue King Ouest,,J1J 2E8,-1,J'AIME TA FRAISE,819 933-7878,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,1162393269.0,Jacques-Cartier,False,2020-03-09,2024-07-15,-71.9258033,45.3977232
2376,1c271bbc-22ff-414a-bb34-df3ee7c263d9,3535,Rue King Ouest,,J1L 1P8,"1, 2, 3",HÔTEL LE PRÉSIDENT,1 800 363-2941,False,Commerce,"Restauration, divertissement et hôtellerie",Hôtellerie,Hôtels,721111.0,Services d'hébergement et de restauration,Hôtels,1166243452.0,Jacques-Cartier,False,2020-04-16,2024-08-08,-71.9554057,45.3934048
2377,bce48076-26b3-41bb-9770-d554710ed7e2,2584,Rue King Ouest,,J1J 2H1,1,LES MAGASINS VAPORUS INC.,819 987-1003,False,Commerce,Biens courants,Biens récréatifs,Vapotage,459999.0,Commerce de détail,Tous les autres détaillants de détail divers (sauf les détaillants de matériel pour la fabrication de la bière et du vin),1170768213.0,Jacques-Cartier,False,2020-04-16,2024-07-16,-71.93608753122098,45.39805562704916
2379,196dc377-a982-429a-b3ee-8d7cfabb7bc9,2580,Rue King Ouest,,J1J 2H1,1,LEBEAU VITRES D'AUTOS,819 822-2626,False,Commerce,Services aux consommateurs,Entretien automobile,Ateliers de remplacement de vitres de véhicules automobiles,811122.0,Autres services (sauf les administrations publiques),Ateliers de remplacement de vitres de véhicules automobiles,1165705659.0,Jacques-Cartier,True,2020-04-16,2024-07-16,-71.93597450444244,45.39805653928857
2380,6bbcffd1-422a-4ac8-b256-3e2dddf2e557,1381,Rue King Ouest,,J1J 2B8,1,LE COIN D'ITALIE,819 563-5130,False,Commerce,Biens courants,Alimentation,Tous les autres magasins d'alimentation spécialisés,445298.0,Commerce de détail,Tous les autres détaillants d'alimentation spécialisés,1174499005.0,Jacques-Cartier,False,2020-02-06,2024-08-05,-71.91027849999999,45.3989365
2381,0a2ff403-3f7d-40ec-ba56-599f7330d20e,3025,Rue King Ouest,46,J1L 2B5,1,ACADÉMIE DE SECOURISME MÉDICAL INC. (ASM),819 933-1911,False,Commerce,Services aux consommateurs,Centre de formation,Tous les autres établissements d'enseignement et de formation,611690.0,Services d'enseignement,Tous les autres établissements d'enseignement et de formation,1170380548.0,Jacques-Cartier,False,2020-04-16,2024-08-07,-71.94669685048994,45.39669903543403
2398,9adb14ec-13b0-4345-aa9e-0f01062760ef,2685,Rue King Ouest,,J1L 1C1,"-1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",HÔTEL DELTA SHERBROOKE,819 822-1989,False,Commerce,"Restauration, divertissement et hôtellerie",Hôtellerie,Hôtels,721111.0,Services d'hébergement et de restauration,Hôtels,1171639553.0,Jacques-Cartier,True,2020-04-16,2024-08-07,-71.9392228,45.3996584
2399,6045d2c1-1c3a-4e56-9a44-d778ed025128,3450,Boulevard de Portland,,J1L 2A6,1,BEST BUY CANADA,866 237-8289,False,Commerce,Biens réfléchis,Appareils électroniques et ménagers,"Magasins d'appareils ménagers, de téléviseurs et d'autres appareils électroniques",449211.0,Commerce de détail,"Détaillants d'appareils ménagers, de téléviseurs et d'autres appareils électroniques",1163697742.0,Jacques-Cartier,True,2020-04-16,2024-07-08,-71.95934369999999,45.4024074
2400,e93af5ee-1041-4966-96a0-5cbea786e206,375,Rue Argyll,,J1J 3H5,"-1, 1, 2, 3, 4, 5",CIUSSS DE L'ESTRIE CHUS,819 780-2222,False,Institution,Organismes publics et privés,Organismes publics,Hôpitaux généraux (sauf pédiatriques),622111.0,Soins de santé et assistance sociale,Hôpitaux généraux (sauf pédiatriques),8813818596.0,Jacques-Cartier,False,2020-09-01,2024-08-12,-71.9148903,45.4045066
2402,7d79e37c-af0d-4c14-80f7-08c24fed7d71,2275,Rue Claude-Greffard,,J1H 5H1,1,VILLE DE SHERBROOKE,819 823-8000,False,Commerce de gros/para-industriel,Organismes publics et privés,Organismes publics,"Autres services des administrations publiques locales, municipales et régionales",913910.0,Administrations publiques,"Autres services des administrations publiques locales, municipales et régionales",8831854920.0,Jacques-Cartier,False,2020-07-14,2024-08-02,-71.93183239999999,45.4427655
2403,8db9e626-4484-4d91-b477-2e6e924ebd50,2050,Boulevard de Portland,,J1J 1T9,"1, 2, 3",ÉCOLE SECONDAIRE MITCHELL-MONTCALM (PAVILLON MONTCALM),819 822-5400,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,8831850100.0,Jacques-Cartier,False,2020-02-28,2024-07-09,-71.9240423,45.403138
2404,1820c788-cf4a-4f41-b758-1d0cd4065278,540,Rue Jean-Paul-Perrault,,J1L 3A6,1,SAQ DÉPÔT,819 563-0959,False,Commerce,Biens courants,Biens récréatifs,"Magasins de bière, de vin et de spiritueux",445320.0,Commerce de détail,"Détaillants de bière, de vin et de spiritueux",1144941458.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.95776289999999,45.4053376
2405,6ba719e1-d9e8-4b7d-9a6f-b2abe3a455ed,510,Rue Jean-Paul-Perrault,,J1L 3A6,1,BOULANGERIE Ô TERROIR,819 345-5631,False,Commerce,Biens courants,Alimentation,Boulangeries-pâtisseries,445291.0,Commerce de détail,Boulangeries-pâtisseries,1176050863.0,Jacques-Cartier,False,2023-03-13,2024-08-12,-71.95693731383928,45.40530033583697
2406,6274f58c-03db-45cc-a642-ebbedcb9f7c8,530,Rue Jean-Paul-Perrault,,J1L 3A6,"1, 2",MOMO SPORTS,819 822-3077,False,Commerce,Biens semi-courants,Sports,Tous les autres magasins d'articles de sport,459119.0,Commerce de détail,Tous les autres détaillants d'articles de sport,1143483593.0,Jacques-Cartier,False,2020-08-06,2024-08-08,-71.95776289999999,45.4053376
2408,ff45b2f8-7345-4f0c-a4e2-35e46c07fa93,3950,Boulevard Josaphat-Rancourt,,J1L 3C6,1,AMEUBLEMENTS TANGUAY,873 500-0183,False,Commerce,Biens réfléchis,Ameublement,Meubles de maison et appareils ménagers,449110.0,Commerce de détail,Détaillants de meubles,1143139344.0,Jacques-Cartier,True,2020-06-05,2024-08-12,-71.9623427,45.4160936
2409,3cd92af9-ee48-4c65-b16e-2f3509f87568,3225,Boulevard de Portland,100,J1L 2P1,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2020-04-16,2024-08-02,-71.95568015153201,45.40396167671736
2410,0a928afb-515f-4a66-8adb-8f3e128fcc6b,4740,Boulevard Industriel,,J1L 3A3,"1,2",COUTURE PLANCHERS DESIGN,819 566-7111,False,Commerce de gros/para-industriel,Biens réfléchis,Matériaux de construction spécialisés,Magasins de revêtements de sol,449121.0,Commerce de détail,Détaillants de revêtements de sol,1144221646.0,Jacques-Cartier,False,2022-07-15,2024-07-04,-71.98234819999999,45.3948282
2411,09bafbe9-04c3-4256-bbed-81755ace9be9,611,Boulevard Queen-Victoria,,J1H 3R6,"1, 2, 3, 4, 5",CSSS-IUGS CENTRE D'HÉBERGEMENT SAINT-JOSEPH,819 780-2222,False,Institution,Organismes publics et privés,Organismes publics,Établissements communautaires de soins pour personnes âgées,623310.0,Soins de santé et assistance sociale,Établissements communautaires de soins pour personnes âgées,8813818596.0,Jacques-Cartier,False,2020-08-06,2024-08-14,-71.90254089999999,45.40809069999999
2412,0cec109d-4014-4f57-9bfd-14c3c6d619bc,135,Rue Don-Bosco Nord,,J1L 1E5,"1, 2",SÉMINAIRE LE SALÉSIEN,819 566-2222,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,1142293696.0,Jacques-Cartier,False,2020-04-16,2024-07-09,-71.9519889,45.3978989
2413,7c613727-9ab2-48b6-9d0c-b3c1d7278d64,1621,Rue Prospect,,J1J 1K4,"1, 2, 3, 4",CRDITED ESTRIE (CENTRE NOTRE-DAME DE L'ENFANT),819 821-2928,False,Institution,Services professionnels,Professionnels de la santé et assistance sociale,"Centres de soins ambulatoires pour personnes atteintes de troubles mentaux, d'alcoolisme et de toxicomanie",621420.0,Soins de santé et assistance sociale,"Centres de soins ambulatoires pour personnes atteintes de troubles mentaux, d'alcoolisme et de toxicomanie",8870843602.0,Jacques-Cartier,False,2020-09-01,2024-07-19,-71.91519439999999,45.4101145
2414,8e9524d2-b895-453c-9fc8-29f741ccf9be,43,Rue de Carillon,,J1J 2K9,"1, 2",ÉCOLE PRIMAIRE DE CARILLON,819 822-5682,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,8831850100.0,Jacques-Cartier,False,2020-05-06,2024-08-08,-71.93522469999999,45.39939659999999
2415,80256dd6-79be-49f8-a715-4c2835725d2e,125,Chemin Georges-Vallières,,J1H 4A9,1,GOUVERNEMENT DU QUÉBEC,819 820-3224,False,Commerce de gros/para-industriel,Organismes publics et privés,Organismes publics,Autres services des administrations publiques provinciales et territoriales,912910.0,Administrations publiques,Autres services des administrations publiques provinciales et territoriales,,Jacques-Cartier,False,2020-09-30,2024-08-12,-71.9722609,45.42590920000001
2416,6d0348b8-4c8c-4435-827f-7b8b34343f40,2945,Boulevard de Portland,,J1L 2Y7,"1, 2",CLÉMENT,819 564-7881,False,Commerce,Biens semi-courants,Mode,Magasins de vêtements pour enfants et bébés,458113.0,Commerce de détail,Détaillants de vêtements pour enfants et bébés,1165661019.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.94844372346884,45.40481107773951
2417,a702c6dc-ca86-4c94-82c8-b7a25d5d29b4,2955,Boulevard de Portland,,J1L 2Y7,1,LINEN CHEST,819 562-6215,False,Commerce,Biens semi-courants,Accessoires et décoration,Magasins de tous les autres accessoires de maison,449129.0,Commerce de détail,Détaillants de tous les autres accessoires de maison,1143097245.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.94872174262217,45.404799287413645
2418,4a85fcb7-bdd8-405d-8cfc-fff312ee1941,2975,Boulevard de Portland,,J1L 2Y7,1,BAIN DÉPÔT SHERBROOKE,819 791-4884,False,Commerce,Biens semi-courants,Accessoires et décoration,Magasins de tous les autres accessoires de maison,449129.0,Commerce de détail,Détaillants de tous les autres accessoires de maison,1165220600.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.9489960299748,45.40478749708533
2419,1c16d409-739a-4f8f-ab4d-5b67eb768dca,2925,Boulevard de Portland,,J1L 2Y7,1,MONDOU,819 346-0081,False,Commerce,Biens courants,Fournitures pour animaux,Animaleries et magasins de fournitures pour animaux,459910.0,Commerce de détail,Animaleries et détaillants de fournitures pour animaux,1142539569.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.94818622921944,45.40443902627064
2420,3a96ca3b-0d18-4a15-8d34-13e68f7d887e,2905,Boulevard de Portland,,J1L 2Y7,1,EMPIRE SHERBROOKE,819 481-1860,False,Commerce,Biens semi-courants,Sports,Magasins spécialisés en équipement et en fournitures de ski,459112.0,Commerce de détail,Détaillants spécialisés en équipement et en fournitures de ski,1176051150.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.94806307979582,45.404052561763066
2421,6cb09fd0-615e-4d69-8f6e-57d2bfeaa8c7,2915,Boulevard de Portland,,J1L 2Y7,1,DESERRES,819 563-4811,False,Commerce,Biens semi-courants,Passe-temps,"Magasins d'articles de passe-temps, de jouets et de jeux",459120.0,Commerce de détail,"Détaillants d'articles de passe-temps, de jouets et de jeux",1144816213.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.94812652040798,45.4042726503491
2422,a442fad4-2127-4bfd-937b-3dc527b49f2f,1500,Rue Pinard,,J1J 3E1,"-1, 1",ÉCOLE PRIMAIRE HÉLÈNE BOULLÉ,819 823-3233,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,8831850100.0,Jacques-Cartier,False,2020-09-01,2024-07-19,-71.9157571,45.4205831
2423,f1f74718-ad07-4e4e-9910-9ff18e7897ba,355,Rue du Chardonnay,,J1L 0J3,"1, 2",ÉCOLE PLEIN SOLEIL,819 569-8359,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,1142379487.0,Jacques-Cartier,False,2020-06-05,2024-07-17,-71.94860980000001,45.420033700000005
2424,0631624f-e0fa-4aa6-9c32-d01faee9774d,242,Rue de l'Ontario,,J1J 3R1,"-1, 1, 2, 3",SHERBROOKE ELEMENTARY SCHOOL,819 562-3515,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,8831849755.0,Jacques-Cartier,False,2020-08-06,2024-07-09,-71.9072855,45.4023908
2425,9326ad8d-7dcb-4e05-a40f-778c62121bc4,4390,Boulevard Industriel,,J1L 2S8,1,LINDE CANADA,819 569-5903,False,Commerce de gros/para-industriel,Fabrication,Machinerie,Fabrication de machines pour l'extraction minière et l'exploitation pétrolière et gazière,333130.0,Fabrication,Fabrication de machines pour l'extraction minière et l'exploitation pétrolière et gazière,1147314513.0,Jacques-Cartier,False,2020-09-14,2024-07-04,-71.9727291,45.3951958
2426,3a2071ff-9170-4195-a621-8859d320e34f,2825,Rue du Manoir,,J1L 2H6,1,LE BALUCHON SANTÉ,819 822-0565,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Traiteurs,722320.0,Services d'hébergement et de restauration,Traiteurs,1171260202.0,Jacques-Cartier,False,2021-02-16,2024-07-08,-71.94465869999999,45.4028442
2427,fde13523-11d9-4619-8b6c-84c894d214ad,955,Rue de Cambridge,,J1H 1E2,"-1, 1, 2",ÉCOLE SECONDAIRE MITCHELL-MONTCALM (PAVILLON MITCHELL),819 822-5400,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,8831850100.0,Jacques-Cartier,False,2020-08-06,2024-08-14,-71.90255379999999,45.4044943
2428,ad60a3b4-5d01-4d4f-bdf5-aeb966eb918a,1290,Boulevard du Plateau-Saint-Joseph,,J1L 0A5,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2023-06-14,2024-08-12,-71.967591,45.4192383
2429,cc40de4f-d7fe-4873-a94e-4a8ca3415e68,1310,Boulevard du Plateau-Saint-Joseph,,J1L 0A5,1,L'ÉQUIPEUR,819 564-1998,False,Commerce,Biens semi-courants,Mode,Magasins de tous les autres types de vêtements,458119.0,Commerce de détail,Détaillants de tous les autres types de vêtements,1143722933.0,Jacques-Cartier,True,2020-06-05,2024-08-12,-71.967591,45.4192383
2430,99a37aa6-542c-4132-a60b-cfb7abe3075a,830,Rue Buck,,J1J 3L5,"1, 2",ÉCOLE PRIMAIRE DU SOLEIL-LEVANT,819 822-5664,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,8831850100.0,Jacques-Cartier,False,2020-09-01,2024-07-19,-71.9117979,45.4109646
2431,f020d4ae-5f92-4d55-8dd7-8d7fbdc41366,75,Rue Morris,,J1J 2L8,1,PAROISSE NATIVITÉ-DE-JÉSUS,819 562-4421,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1149273782.0,Jacques-Cartier,False,2020-04-16,2024-08-08,-71.93433950000001,45.3995598
2432,91af81e2-0f02-4b32-91fe-d6b5eab8377d,4155,Boulevard Industriel,,J1L 2S7,1,DICOM - GLS  LOGISTICS SYSTEM CANADA LTD,1 888 463-4266,False,Commerce de gros/para-industriel,Transport,Livraison,Messageries,492110.0,Transport et entreposage,Messageries,1174475278.0,Jacques-Cartier,False,2020-09-14,2024-07-08,-71.9670726,45.3962691
2433,c9d2b5f2-68a7-4ff7-86e9-869656ab519c,1000,Rue Musset,,J1J 3X4,"-1, 1",CLUB DE GOLF DE SHERBROOKE INC.,819 569-6534,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Terrains de golf et country clubs,713910.0,"Arts, spectacles et loisirs",Terrains de golf et country clubs,1164407646.0,Jacques-Cartier,False,2020-09-01,2024-07-19,-71.92637289999999,45.4140705
2434,02225c55-c50f-4cdf-bc38-4266ee723a69,820,Rue George,,J1H 1L4,"1,2",VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2022-05-11,2024-07-05,-71.9005779,45.3998209
2435,7e7daf29-299a-4fda-98bf-a5f616bd8afd,594,Boulevard Queen-Victoria,,J1H 3R7,"-1, 1, 2",CENTRE JEUNESSE DE L'ESTRIE,819 564-7100,False,Institution,Organismes publics et privés,Organismes publics,Services à l'enfance et à la jeunesse,624110.0,Soins de santé et assistance sociale,Services à l'enfance et à la jeunesse,8813375449.0,Jacques-Cartier,False,2020-08-06,2024-08-14,-71.9009592,45.4075735
2436,ae1c772a-c5dd-4dfd-8e52-17715045bc6d,4515,Rue Évariste-Leblanc,,J1L 2T1,"1,2",AVANTAGE CARR-ESTRIE,819 566-7224,False,Commerce de gros/para-industriel,Services aux consommateurs,Entretien automobile,"Réparation et entretien de la carrosserie, de la peinture et de l'intérieur de véhicules automobiles",811121.0,Autres services (sauf les administrations publiques),"Réparation et entretien de la carrosserie, de la peinture et de l'intérieur de véhicules automobiles",1166342338.0,Jacques-Cartier,False,2022-08-15,2024-07-05,-71.9761602,45.3964036
2438,7f761b57-ade0-49a8-a6d0-95c7c10a4ac6,50,Boulevard Lionel-Groulx,,J1L 2H3,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2020-04-16,2024-08-08,-71.94093289999999,45.3996712
2439,19e84858-e405-48bb-a194-0febb570f04c,1650,Rue du Dominion,,J1J 1N4,"-1, 1, 2",CPE ARC-EN-CIEL,819 562-4664,False,Commerce,Services professionnels,Centre de la petite enfance (CPE) et garderie,Services de garderie,624410.0,Soins de santé et assistance sociale,Services de garderie,1142129965.0,Jacques-Cartier,False,2020-09-01,2024-07-19,-71.91568,45.4065908
2440,af4b19a1-78a8-42fd-a0d3-76219cc295dd,2269,Rue King Ouest,2269,J1J 2G2,1,BOUTIQUE FILLES D'ÈVE,819 569-7623,False,Commerce,Biens semi-courants,Mode,Magasins de vêtements pour femmes,458112.0,Commerce de détail,Détaillants de vêtements pour femmes,1143602036.0,Jacques-Cartier,False,2020-04-16,2024-08-06,-71.92869649769034,45.40032791091038
2441,db1c986b-7910-484c-a900-d673622d8d52,2223,Rue King Ouest,2223,J1J 2G2,1,RESTAURANT SHOGUN SUSHI,819 346-2888,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,1169086643.0,Jacques-Cartier,False,2020-04-16,2024-08-06,-71.92788443148906,45.3994832259399
2442,314e66a9-41f5-4130-b8e6-1aeb4a53744c,2261,Rue King Ouest,2261,J1J 2G2,1,PHARMACIE FAMILIPRIX EXTRA,819 569-6304,False,Commerce,Biens courants,Pharmacies,Pharmacies,456110.0,Commerce de détail,Pharmacies,1172296098.0,Jacques-Cartier,True,2020-04-16,2024-08-06,-71.92847889511597,45.400246512118656
2443,dd29da7c-a85d-4dc2-a076-18cb8c6a49ab,2239,Rue King Ouest,2239,J1J 2G2,1,TABAGIE KING (1985) ENR.,819 346-2536,False,Commerce,Biens courants,Alimentation,Dépanneurs,445131.0,Commerce de détail,Dépanneurs,1142821157.0,Jacques-Cartier,False,2020-04-16,2024-08-06,-71.92800606087566,45.39990276773115
2444,9b015778-c6a2-4b0b-a337-4db4231bdb7d,2243,Rue King Ouest,2243,J1J 2G2,1,BOUTIQUE SUBTILE,819 562-4153,False,Commerce,Biens semi-courants,Mode,Magasins de vêtements pour femmes,458112.0,Commerce de détail,Détaillants de vêtements pour femmes,1142758268.0,Jacques-Cartier,False,2020-04-16,2024-08-06,-71.92804407005899,45.399959346920085
2445,0eefb6ed-86e2-4633-a18a-4521bfb1cf4e,2289,Rue King Ouest,2289,J1J 2G2,1,BOUTIQUE POUR LUI,819 346-7644,False,Commerce,Biens semi-courants,Mode,Magasins de vêtements pour hommes,458111.0,Commerce de détail,Détaillants de vêtements pour hommes,1143602036.0,Jacques-Cartier,False,2020-04-16,2024-08-06,-71.92925947632136,45.40035503421725
2446,63a170f4-7651-4932-a7c4-a7280d8d3fee,2343,Rue King Ouest,2341/2343,J1J 2G2,1,PEINTURE DÉCO MB,819 565-1800,False,Commerce,Biens semi-courants,"Quincaillerie, centre de rénovation, jardinage",Magasins de peinture et de papier peint,444120.0,Commerce de détail,Magasins de peinture et de papier peint,1163079156.0,Jacques-Cartier,False,2020-04-16,2024-08-07,-71.92992286398983,45.40003434094638
2447,7cd4f945-238b-4d79-bff7-a2b582b89cd1,2305,Rue King Ouest,,J1J 2G2,1,MB CARTES,819 580-1999,False,Commerce,Biens semi-courants,Vente au détail,Tous les autres magasins de marchandises diverses de tout genre,455219.0,Commerce de détail,Tous les autres détaillants de marchandises diverses de tout genre,1176867274.0,Jacques-Cartier,False,2020-10-05,2024-08-07,-71.92992894545917,45.4002820073439
2448,fb3a9e4c-74cf-4a4b-bc02-e62c2aadf761,2287,Rue King Ouest,2287,J1J 2G2,1,BOUTIQUE MODE JULES VERREAULT INC.,819 566-6040,False,Commerce,Biens semi-courants,Mode,Magasins de vêtements pour hommes,458111.0,Commerce de détail,Détaillants de vêtements pour hommes,1140372641.0,Jacques-Cartier,False,2020-04-16,2024-08-06,-71.9291725362612,45.4003570948027
2449,f2b93790-8e65-4449-98d5-4d422b690df7,2259,Rue King Ouest,2259,J1J 2G2,1,LES BARBIERS KING,819 569-6562,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure unisexes,812116.0,Autres services (sauf les administrations publiques),Salons de coiffure unisexes,2266956897.0,Jacques-Cartier,False,2020-04-16,2024-08-06,-71.92836809834658,45.40019980784093
2451,eac06172-0a86-481a-9a9c-c894ec5bdef1,2249,Rue King Ouest,2249,J1J 2G2,1,GOURMANDE BOUTIQUE,819 993-1834,False,Commerce,Biens courants,Alimentation,Confiseries et magasins de noix,445292.0,Commerce de détail,Confiseries et magasins de noix,2268861780.0,Jacques-Cartier,False,2022-03-23,2024-08-06,-71.92812595401811,45.40006899847022
2452,37580be1-af72-42ad-8b36-829a14b08e0d,2339,Rue King Ouest,,J1J 2G2,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2022-04-11,2024-08-02,-71.929927850961,45.40010274071832
2453,3801fdfa-6696-4245-a17c-74c95676ec1f,2291,Rue King Ouest,2291,J1J 2G2,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2020-04-16,2024-08-02,-71.92934201435314,45.40035426149769
2455,d859b89a-b156-49b8-a001-0223cc1ddbb7,2275,Rue King Ouest,2275/2277,J1J 2G2,1,OPTOPLUS,819 564-2255,False,Commerce,Biens semi-courants,Produits de santé et de beauté,Magasins de produits optiques,456130.0,Commerce de détail,Détaillants de produits optiques,3341714387.0,Jacques-Cartier,True,2020-04-16,2024-08-06,-71.92893671572884,45.40036420672725
2456,59117b33-37d8-4e7a-b19e-ebbf75fcefa9,2347,Rue King Ouest,,J1J 2G2,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2020-10-26,2024-08-02,-71.92991830288781,45.3999660189905
2457,5389aedb-b1c9-47b1-8e81-dd23513e792d,2267,Rue King Ouest,2267,J1J 2G2,1,FAN CLUB,819 569-6091,False,Commerce,Biens semi-courants,Mode,Magasins de vêtements pour femmes,458112.0,Commerce de détail,Détaillants de vêtements pour femmes,1143602036.0,Jacques-Cartier,False,2020-04-16,2024-08-06,-71.92863416262972,45.40030122279487
